,result
14069,1
14070,1
14073,1
14075,1
14077,1
14078,1
14098,1
14102,1
14112,1
14114,1
14121,1
14131,1
14144,1
14159,1
14178,1
14180,1
14186,1
14223,1
14224,1
14225,1
14234,1
14235,1
14237,1
14242,1
14245,1
14246,1
14250,1
14253,1
14255,1
14260,1
14261,1
14264,1
14265,1
14273,1
14277,1
14285,1
14292,1
14295,1
14315,1
14323,1
14326,1
14327,1
14334,1
14348,1
14350,1
14351,1
14363,1
14364,1
14366,1
14371,1
14373,1
14375,1
14378,1
14379,1
14386,1
14387,1
14394,1
14406,1
14412,1
14413,1
14422,1
14425,1
14428,1
14429,1
14430,1
14433,1
14457,1
14474,1
14475,1
14484,1
14486,1
14490,1
14491,1
14499,1
14506,1
14514,1
14516,1
14528,1
14529,1
14533,1
14551,1
14552,1
14560,1
14562,1
14563,1
14596,1
14602,1
14618,1
14619,1
14620,1
14625,1
14633,1
14634,1
14635,1
14649,1
14650,1
14663,1
14664,1
14671,1
14680,1
14701,1
14722,1
14725,1
14727,1
14728,1
14746,1
14747,1
14768,1
14774,1
14793,1
14794,1
14805,1
14809,1
14813,1
14820,1
14834,1
14835,1
14837,1
14859,1
14863,1
14865,1
14866,1
14868,1
14890,1
14905,1
14911,1
14917,1
14922,1
14923,1
14924,1
14927,1
14931,1
14954,1
14955,1
14958,1
14961,1
14993,1
15000,1
15004,1
15005,1
15020,1
15031,1
15055,1
15080,1
15081,1
15085,1
15086,1
15087,1
15088,1
15102,1
15103,1
15106,1
15130,1
15138,1
15139,1
15147,1
15148,1
15152,1
15156,1
15157,1
15159,1
15160,1
15167,1
15168,1
15180,0
15183,1
15184,1
15185,1
15194,1
15234,1
15248,1
15251,1
15259,1
15262,1
15270,1
15278,1
15280,1
15282,1
15293,1
15300,1
15301,1
15318,1
15333,1
15354,1
15372,1
15377,1
15407,1
15409,1
15417,1
15423,1
15425,1
15427,1
15430,1
15439,1
15440,1
15465,1
15468,1
15470,1
15482,1
15483,1
15505,1
15506,1
15512,1
15516,1
15518,1
15526,1
15529,1
15530,1
15535,1
15555,1
15572,1
15593,1
15604,1
15629,1
15654,1
15661,1
15681,1
15682,1
15690,0
15693,1
15694,1
15695,1
15699,1
15709,1
15713,1
15729,1
15738,1
15756,1
15757,1
15762,1
15763,1
15765,1
15766,1
15767,1
15774,1
15800,1
15801,1
15818,1
15821,1
15838,1
15842,1
15866,1
15875,1
15882,1
15883,1
15889,1
15894,1
15903,1
15906,1
15907,1
15909,1
15911,1
15912,1
15913,1
15921,1
15922,1
15926,1
15931,1
15934,1
15936,1
15939,1
15940,1
15945,1
15955,1
15956,1
15966,1
15970,1
15975,1
15978,1
15982,1
15986,1
15991,1
15999,1
16000,1
16008,1
16023,1
16024,1
16028,1
16031,1
16051,1
16110,1
16118,1
16138,1
16154,1
16155,1
16157,1
16181,1
16187,1
16188,1
16195,1
16201,1
16216,1
16217,1
16226,1
16227,1
16228,1
16230,1
16239,1
16246,1
16251,1
16252,1
16256,1
16262,1
16269,1
16275,1
16284,1
16288,1
16289,1
16292,1
16298,1
16310,1
16319,1
16320,1
16322,1
16324,1
16325,1
16326,1
16330,1
16331,1
16337,1
16345,1
16352,1
16354,1
16363,1
16366,1
16371,1
16380,1
16391,1
16392,1
16407,1
16415,1
16422,1
16430,1
16431,1
16471,1
16475,1
16476,1
16477,1
16491,1
16492,1
16493,1
16497,1
16500,1
16508,1
16510,1
16532,1
16535,1
16543,1
16546,1
16557,1
16569,1
16575,1
16598,1
16605,1
16608,1
16612,1
16618,1
16619,1
16621,1
16627,1
16631,1
16633,1
16638,1
16639,1
16647,1
16650,1
16669,1
16670,1
16679,1
16681,1
16713,1
16727,1
16734,1
16736,1
16737,1
16739,1
16740,1
16741,1
16750,1
16753,1
16755,1
16762,1
16784,1
16785,1
16812,1
16824,1
16843,1
16846,1
16848,1
16852,1
16858,1
16863,1
16885,1
16924,1
16926,1
16933,1
16934,1
16939,1
16940,1
16955,1
16956,1
16968,1
16971,1
16972,1
16973,1
16980,1
16985,1
16986,1
16994,1
17004,1
17005,1
17023,1
17034,1
17035,1
17044,1
17049,1
17055,1
17066,1
17069,0
17071,1
17072,1
17091,1
17097,1
17109,1
17110,1
17112,1
17123,1
17130,1
17143,1
17144,1
17156,1
17158,1
17174,1
17177,1
17178,1
17185,1
17194,1
17195,1
17200,1
17225,1
17239,1
17275,1
17279,1
17280,1
17285,1
17293,1
17294,1
17303,1
17305,1
17306,1
17334,1
17337,1
17338,1
17360,1
17364,1
17367,1
17368,1
17369,1
17373,1
17402,1
17410,1
17419,1
17444,1
17445,1
17446,1
17448,1
17449,1
17463,1
17466,1
17472,1
17473,1
17477,1
17479,1
17483,1
17491,1
17504,1
17505,1
17514,1
17516,1
17518,1
17531,1
17537,1
17538,1
17548,1
17551,1
17552,1
17569,1
17570,1
17571,1
17573,1
17578,1
17585,1
17595,1
17596,1
17599,1
17612,1
17619,1
17629,1
17630,1
17641,1
17647,1
17648,1
17649,1
17650,1
17666,1
17697,1
17698,1
17714,1
17718,1
17723,1
17740,0
17755,1
17760,1
17761,1
17766,1
17768,1
17769,1
17774,1
17777,1
17780,1
17785,1
17789,1
17793,1
17794,1
17796,1
17798,1
17808,1
17818,1
17824,1
17825,1
17832,1
17833,1
17841,1
17843,1
17861,1
17866,0
17867,1
17879,1
17886,1
17887,1
17888,1
17889,1
17891,1
17893,1
17896,1
17904,1
17916,1
17926,1
17934,1
17935,1
17943,1
17945,1
17947,1
17953,1
17954,1
17955,1
17965,1
17973,1
17974,1
17983,1
17985,1
17986,1
17990,1
18006,1
18017,1
18020,1
18027,1
18029,1
18033,1
18034,1
18035,1
18036,1
18037,1
18042,1
18045,1
18048,1
18052,1
18055,1
18056,1
18059,1
18062,1
18063,1
18075,1
18078,1
18099,1
18101,1
18106,1
18109,1
18148,1
18150,1
18157,1
18169,1
18182,1
18185,1
18198,1
18202,1
18205,1
18206,1
18219,1
18228,1
18230,1
18231,1
18252,1
18253,1
18257,1
18265,0
18272,1
18283,1
18284,1
18285,1
18287,1
18289,1
18291,1
18303,1
18306,1
18321,1
18322,1
18326,1
18328,1
18329,1
18330,1
18334,1
18344,1
18345,1
18357,1
18362,1
18363,1
18375,1
18377,1
18385,1
18386,1
18388,1
18391,1
18396,1
18397,1
18403,1
18414,1
18420,1
18421,0
18427,0
18432,1
18434,1
18436,1
18438,1
18440,1
18447,1
18455,1
18460,1
18470,1
18471,1
18472,1
18474,1
18475,1
18479,1
18492,1
18493,1
18501,1
18505,1
18508,1
18549,1
18553,1
18556,1
18557,1
18558,1
18571,1
18575,1
18577,1
18580,1
18581,1
18588,1
18589,1
18593,1
18594,1
18597,1
18602,1
18603,1
18606,1
18611,1
18614,1
18628,1
18629,1
18639,1
18643,1
18644,1
18650,1
18653,1
18663,1
18665,1
18670,1
18671,1
18674,1
18676,1
18686,1
18693,1
18696,1
18698,1
18699,1
18700,1
18701,1
18702,1
18705,1
18714,1
18715,1
18716,1
18717,1
18718,1
18721,1
18722,1
18725,1
18730,1
18745,1
18754,1
18755,1
18757,1
18761,1
18764,1
18768,1
18771,1
18772,1
18774,1
18778,1
18782,1
18784,1
18786,1
18788,1
18790,1
18795,1
18796,1
18800,1
18815,1
18820,1
18823,1
18824,1
18826,1
18827,1
18832,1
18834,1
18849,1
18854,1
18860,1
18861,1
18868,1
18873,1
18874,1
18881,1
18897,1
18899,1
18901,0
18902,1
18910,1
18918,1
18937,1
18938,1
18941,1
18943,1
18953,1
18961,1
18969,1
18972,1
18980,1
18988,1
18993,1
19001,1
19002,1
19003,1
19014,1
19017,1
19018,1
19019,1
19033,1
19043,1
19044,1
19048,1
19054,1
19055,1
19056,1
19073,1
19077,1
19079,1
19082,1
19083,1
19086,1
19093,1
19097,1
19106,1
19109,1
19124,1
19125,1
19132,1
19138,1
19147,1
19149,1
19150,1
19152,1
19162,1
19164,1
19166,1
19174,1
19191,1
19197,0
19199,1
19204,1
19205,1
19210,1
19221,1
19230,1
19236,1
19237,1
19238,1
19244,1
19246,1
19251,1
19252,1
19253,1
19254,1
19255,1
19256,1
19261,1
19265,1
19269,1
19277,1
19287,1
19288,1
19294,1
19315,1
19328,1
19333,1
19335,1
19339,1
19340,1
19347,1
19349,1
19353,1
19364,1
19371,1
19375,1
19377,1
19384,1
19390,1
19391,1
19408,1
19411,1
19416,1
19417,1
19418,1
19419,1
19424,1
19427,1
19436,1
19440,1
19443,1
19457,1
19462,1
19463,1
19471,1
19472,1
19474,1
19477,1
19490,1
19491,1
19492,1
19493,1
19494,1
19503,1
19508,1
19512,1
19516,1
19522,1
19529,1
19530,1
19532,1
19569,1
19573,1
19578,1
19584,1
19607,1
19608,1
19613,1
19614,1
19616,1
19617,1
19620,1
19621,1
19625,1
19627,1
19628,1
19632,1
19635,0
19641,1
19642,1
19649,1
19654,1
19655,1
19664,1
19673,1
19678,1
19679,1
19680,1
19684,1
19687,1
19688,1
19689,1
19690,1
19691,1
19692,1
19693,1
19706,1
19708,1
19712,1
19718,1
19724,1
19726,1
19727,1
19728,1
19729,1
19732,1
19734,1
19747,1
19748,1
19751,1
19759,1
19764,1
19769,1
19772,1
19781,1
19785,1
19787,1
19822,1
19832,1
19834,1
19838,1
19839,1
19850,1
19851,1
19852,1
19855,1
19857,1
19861,1
19876,1
19890,1
19891,1
19896,1
19901,1
19902,1
19909,1
19917,0
19921,1
19928,1
19936,1
19942,1
19945,1
19953,1
19958,1
19960,1
19962,1
19968,1
19982,1
19983,1
19993,1
20024,1
20025,1
20033,1
20036,1
20039,1
20040,1
20061,1
20062,1
20064,1
20065,1
20073,1
20078,1
20099,1
20100,1
20101,1
20102,1
20103,1
20108,1
20109,1
20134,1
20139,1
20140,1
20145,1
20146,1
20148,1
20149,1
20151,1
20153,1
20155,1
20161,1
20176,1
20190,1
20191,1
20208,1
20210,1
20213,1
20216,1
20217,1
20226,1
20229,1
20230,1
20240,1
20246,1
20247,1
20251,1
20252,1
20256,1
20258,1
20272,1
20274,1
20275,1
20276,1
20280,1
20281,1
20282,1
20291,1
20292,1
20293,0
20309,1
20310,1
20330,1
20335,1
20336,1
20337,1
20343,1
20344,1
20355,1
20356,1
20365,1
20366,1
20367,1
20368,1
20373,1
20378,1
20382,1
20383,1
20387,1
20389,1
20392,1
20399,1
20403,1
20404,1
20406,1
20425,1
20442,1
20455,0
20468,1
20469,1
20471,1
20473,1
20475,1
20476,1
20479,1
20481,1
20483,1
20494,1
20502,1
20511,1
20518,1
20523,1
20526,1
20536,1
20540,1
20543,1
20544,1
20557,1
20558,1
20559,1
20562,1
20580,1
20585,1
20586,1
20592,1
20593,1
20594,1
20611,1
20622,1
20627,1
20630,1
20631,1
20637,1
20639,1
20647,1
20655,0
20662,1
20663,1
20666,1
20667,1
20670,1
20677,1
20680,1
20681,1
20682,1
20683,1
20684,1
20685,1
20710,1
20715,1
20717,1
20718,1
20724,1
20725,1
20728,1
20730,1
20736,1
20745,1
20748,1
20754,1
20759,1
20761,1
20762,1
20763,1
20766,1
20776,1
20789,1
20796,1
20798,1
20799,1
20806,1
20809,1
20818,1
20819,1
20820,1
20821,1
20822,1
20827,1
20828,1
20839,1
20840,1
20858,1
20863,1
20864,1
20871,1
20872,1
20873,1
20877,1
20883,1
20884,1
20885,1
20886,1
20888,1
20894,1
20895,1
20900,1
20919,1
20920,1
20928,1
20934,1
20938,1
20943,1
20949,1
20958,1
20961,1
20966,1
20967,1
20977,1
20979,1
20992,1
20997,1
21009,1
21020,0
21022,1
21025,1
21026,1
21034,1
21035,1
21036,1
21046,1
21060,1
21080,1
21081,1
21083,1
21086,1
21087,1
21096,1
21108,1
21109,1
21119,1
21120,1
21128,1
21133,1
21138,1
21141,1
21142,1
21146,1
21148,1
21156,1
21159,1
21160,1
21163,1
21164,1
21165,1
21168,1
21174,1
21175,1
21182,1
21183,1
21184,1
21185,1
21186,1
21203,1
21210,1
21213,1
21233,1
21235,1
21236,1
21242,1
21248,1
21252,1
21256,1
21268,1
21269,1
21270,1
21277,1
21278,1
21293,1
21299,1
21300,1
21303,1
21311,1
21315,1
21316,1
21317,1
21318,1
21320,1
21321,1
21326,1
21327,1
21329,1
21330,1
21332,1
21343,1
21354,1
21355,1
21357,1
21366,1
21368,1
21369,1
21371,1
21373,1
21378,1
21397,1
21398,1
21402,1
21414,1
21415,1
21421,1
21444,1
21451,1
21460,1
21462,1
21470,1
21475,1
21476,1
21478,1
21483,1
21489,1
21490,1
21502,1
21510,1
21516,1
21529,1
21530,1
21550,1
21553,1
21563,0
21573,1
21577,1
21581,1
21582,1
21597,1
21598,1
21606,1
21628,1
21629,1
21630,1
21632,1
21639,1
21643,1
21644,1
21645,1
21647,1
21649,1
21661,1
21662,1
21663,1
21674,1
21684,1
21688,1
21691,1
21703,1
21704,1
21705,1
21711,1
21712,1
21720,1
21730,1
21732,1
21735,1
21739,1
21740,1
21741,1
21742,1
21752,1
21755,1
21758,1
21764,1
21766,1
21773,1
21788,0
21790,1
21791,1
21794,1
21811,1
21825,1
21841,1
21842,1
21843,1
21844,1
21857,1
21862,1
21863,1
21873,1
21883,1
21884,1
21888,1
21894,1
21902,1
21903,1
21906,1
21907,1
21908,1
21911,1
21912,1
21918,1
21922,1
21923,1
21924,1
21926,1
21927,1
21943,1
21944,1
21962,1
21966,1
21972,1
21973,1
21974,1
21975,1
21976,1
21977,1
21980,1
21981,1
21990,1
21991,1
21992,1
22001,1
22002,1
22004,1
22005,0
22013,1
22014,1
22019,1
22020,1
22028,1
22029,1
22030,1
22041,1
22047,1
22049,1
22056,1
22057,1
22066,1
22071,1
22075,1
22082,1
22085,1
22087,1
22097,1
22100,1
22115,1
22117,1
22121,1
22122,1
22142,1
22145,1
22146,1
22150,1
22151,1
22157,1
22164,1
22166,1
22168,1
22173,1
22185,1
22188,1
22189,1
22200,1
22210,1
22212,1
22213,1
22242,1
22246,1
22247,1
22249,1
22250,1
22251,1
22252,1
22261,1
22262,1
22264,1
22265,1
22276,1
22281,1
22282,1
22283,1
22285,1
22288,1
22289,1
22309,1
22319,1
22322,1
22325,1
22340,1
22355,0
22359,1
22360,1
22363,1
22369,1
22373,1
22382,1
22383,1
22389,1
22390,1
22391,1
22396,1
22403,1
22405,1
22406,1
22410,0
22411,0
22412,1
22424,1
22435,1
22436,1
22437,1
22438,1
22439,1
22441,1
22442,1
22454,1
22455,1
22457,1
22458,1
22474,1
22475,1
22486,1
22505,1
22509,1
22511,1
22513,1
22531,1
22533,1
22534,1
22535,1
22547,1
22548,1
22549,1
22550,1
22552,1
22553,1
22554,1
22570,1
22572,1
22581,1
22582,1
22588,1
22594,1
22604,1
22606,0
22610,1
22613,1
22623,1
22643,1
22648,1
22649,1
22658,1
22660,1
22677,1
22685,1
22687,1
22689,1
22693,1
22698,1
22700,1
22701,1
22704,1
22713,1
22718,1
22721,1
22732,1
22737,0
22738,1
22741,1
22756,1
22763,1
22764,1
22765,1
22775,1
22782,1
22790,1
22794,1
22803,1
22804,1
22805,1
22808,1
22827,1
22828,1
22831,1
22839,0
22842,1
22845,1
22856,1
22858,1
22859,1
22862,1
22868,0
22873,1
22874,1
22888,1
22890,1
22891,1
22894,1
22896,1
22897,1
22899,1
22902,1
22910,1
22927,1
22929,0
22932,1
22939,1
22945,1
22946,1
22950,1
22957,1
22958,1
22970,1
22971,1
22972,1
22973,1
22974,1
23008,1
23017,1
23028,1
23029,1
23039,1
23040,1
23044,1
23045,1
23053,1
23059,1
23074,1
23080,1
23082,1
23085,1
23090,1
23093,1
23109,0
23125,1
23126,1
23127,1
23132,1
23135,1
23136,1
23137,1
23140,1
23141,1
23142,1
23148,1
23149,1
23154,1
23156,1
23158,1
23170,1
23174,1
23185,1
23186,1
23187,1
23193,1
23208,1
23209,1
23210,1
23211,1
23220,1
23221,1
23232,1
23246,1
23254,1
23266,1
23270,1
23271,1
23273,1
23275,1
23280,1
23285,1
23291,1
23294,1
23299,1
23306,1
23311,1
23312,1
23317,1
23321,1
23322,1
23330,1
23335,1
23343,1
23350,1
23353,1
23355,1
23361,1
23364,1
23371,1
23375,1
23413,1
23416,1
23423,1
23425,1
23430,1
23431,1
23434,1
23449,1
23451,1
23452,1
23460,1
23461,1
23463,1
23464,1
23468,1
23491,1
23492,1
23493,1
23494,1
23495,1
23502,1
23504,1
23509,1
23514,1
23515,1
23517,1
23524,1
23532,1
23534,1
23536,1
23538,1
23540,1
23541,1
23551,1
23563,1
23572,1
23574,1
23576,1
23583,1
23589,1
23597,1
23603,1
23607,1
23610,1
23617,1
23620,1
23627,1
23631,0
23636,1
23638,1
23639,1
23652,1
23658,1
23662,1
23667,1
23674,1
23675,1
23676,1
23680,1
23682,1
23687,1
23692,1
23693,0
23696,1
23697,1
23698,1
23709,1
23711,1
23712,1
23725,1
23737,1
23738,1
23745,1
23756,1
23760,1
23761,1
23764,1
23768,1
23775,1
23782,1
23785,1
23787,1
23799,1
23800,1
23802,1
23803,1
23808,1
23821,1
23827,1
23831,1
23834,1
23836,1
23838,1
23841,1
23846,1
23847,1
23848,1
23867,1
23869,1
23871,1
23885,1
23887,1
23897,1
23900,1
23904,1
23905,1
23908,1
23915,1
23918,1
23920,1
23925,1
23930,1
23931,1
23935,1
23936,1
23939,1
23974,1
23978,1
23987,1
23989,1
23993,1
23996,1
23997,1
24008,1
24015,1
24016,1
24024,1
24032,1
24047,1
24049,1
24057,1
24059,1
24069,1
24074,1
24078,1
24085,1
24087,1
24101,1
24106,1
24117,0
24137,1
24138,1
24140,1
24142,1
24146,1
24155,1
24162,1
24171,1
24183,1
24184,1
24201,1
24207,1
24210,1
24211,1
24222,1
24226,1
24227,1
24235,1
24238,1
24240,1
24244,1
24275,1
24276,1
24282,1
24294,1
24299,1
24300,1
24304,1
24311,1
24312,1
24314,0
24315,1
24320,1
24324,1
24338,1
24342,1
24347,1
24351,1
24367,1
24368,1
24370,1
24372,1
24373,1
24379,1
24381,1
24383,1
24387,1
24390,1
24400,1
24405,1
24408,1
24409,1
24411,1
24416,1
24422,1
24429,1
24436,1
24447,1
24453,1
24473,1
24481,1
24483,1
24490,1
24491,1
24494,1
24495,1
24499,1
24500,1
24501,1
24506,1
24511,1
24512,1
24514,1
24515,1
24517,1
24518,1
24520,1
24521,1
24550,1
24551,1
24553,1
24557,1
24560,1
24570,1
24573,1
24577,1
24579,1
24581,1
24586,1
24588,1
24589,1
24595,1
24600,1
24619,1
24624,1
24632,0
24648,1
24652,1
24664,1
24665,1
24666,1
24667,1
24668,1
24672,1
24673,1
24682,1
24684,1
24687,0
24688,1
24697,1
24700,1
24701,1
24702,1
24704,1
24706,1
24711,1
24713,1
24724,1
24732,1
24735,1
24736,1
24742,1
24743,1
24748,1
24749,1
24753,1
24754,1
24755,1
24756,1
24757,1
24758,1
24762,1
24763,1
24768,1
24771,1
24772,1
24773,1
24778,1
24780,1
24797,1
24798,1
24799,1
24805,1
24807,1
24822,1
24831,1
24835,1
24837,1
24842,1
24844,1
24847,1
24850,1
24852,1
24855,1
24857,1
24859,1
24861,1
24868,1
24870,1
24871,1
24874,1
24877,1
24880,1
24888,1
24890,1
24901,1
24902,1
24907,1
24909,1
24916,1
24917,1
24926,1
24927,1
24938,1
24943,1
24944,1
24946,1
24953,1
24954,1
24956,1
24958,1
24959,1
24960,1
24962,1
24963,1
24979,1
24980,1
24981,1
24982,1
24983,1
24988,1
24989,1
24994,1
25002,1
25003,1
25004,1
25005,1
25011,1
25020,1
25021,1
25025,1
25026,1
25028,1
25029,1
25034,1
25035,1
25041,1
25051,1
25061,1
25062,1
25067,1
25069,1
25070,1
25071,1
25076,1
25080,1
25089,1
25090,1
25091,1
25093,1
25094,1
25095,1
25102,1
25103,1
25104,1
25115,1
25116,1
25123,1
25126,1
25131,1
25132,1
25143,1
25144,1
25146,1
25147,1
25151,1
25155,0
25158,1
25160,1
25163,1
25164,1
25168,1
25182,1
25189,1
25190,1
25191,1
25207,1
25208,1
25214,1
25215,1
25216,1
25217,1
25224,1
25225,1
25230,1
25231,1
25238,1
25243,1
25244,1
25250,1
25255,1
25256,1
25262,1
25270,1
25272,1
25273,1
25280,1
25283,1
25284,1
25292,1
25293,1
25301,1
25302,1
25305,1
25313,1
25319,1
25335,1
25336,1
25340,1
25341,1
25342,1
25343,1
25345,1
25346,1
25347,1
25352,1
25360,1
25365,1
25367,1
25368,1
25369,1
25370,1
25372,1
25380,1
25381,1
25382,1
25384,1
25390,1
25396,1
25415,1
25416,1
25417,1
25418,1
25419,1
25425,1
25426,1
25428,1
25432,1
25433,1
25440,1
25449,1
25450,1
25455,1
25458,1
25462,1
25465,1
25468,1
25469,1
25470,1
25471,1
25477,1
25478,1
25487,1
25494,1
25505,1
25506,1
25514,1
25516,1
25527,1
25532,1
25533,1
25537,1
25538,1
25542,1
25547,1
25548,1
25551,1
25552,1
25559,1
25561,1
25562,1
25563,1
25569,1
25574,1
25575,1
25580,1
25582,1
25583,1
25587,1
25593,1
25596,1
25597,1
25612,1
25613,1
25614,1
25620,1
25626,1
25629,1
25632,1
25633,1
25635,1
25645,1
25651,1
25656,1
25659,1
25660,1
25664,1
25673,1
25678,1
25679,1
25680,1
25682,1
25683,1
25684,1
25690,1
25691,1
25692,1
25693,1
25705,1
25711,1
25712,1
25734,1
25738,1
25744,1
25750,1
25756,1
25757,1
25758,1
25763,1
25767,1
25771,1
25776,1
25788,1
25789,1
25793,1
25795,1
25796,1
25797,1
25798,1
25804,1
25805,1
25813,1
25823,1
25827,1
25828,1
25836,1
25840,1
25841,1
25852,1
25856,1
25859,1
25870,1
25872,1
25873,1
25876,1
25887,1
25888,1
25890,1
25896,1
25900,1
25910,1
25928,1
25933,1
25937,1
25945,1
25946,1
25947,1
25952,1
25954,1
25960,1
25961,1
25964,1
25965,1
25972,1
25977,1
25988,1
25991,1
25999,1
26007,1
26012,1
26013,1
26014,1
26015,1
26024,1
26025,1
26039,1
26040,1
26041,1
26042,1
26049,1
26050,1
26052,1
26054,1
26059,1
26060,1
26061,1
26068,1
26078,1
26084,1
26090,1
26092,1
26098,1
26101,1
26104,1
26105,1
26122,1
26127,1
26130,1
26131,1
26132,1
26138,1
26146,1
26147,1
26148,1
26157,1
26168,1
26169,1
26170,1
26171,1
26173,1
26174,1
26176,1
26181,1
26184,1
26200,1
26210,1
26211,1
26212,1
26219,1
26223,1
26231,1
26232,1
26234,1
26244,1
26249,1
26254,1
26255,1
26259,1
26260,1
26262,1
26271,1
26272,1
26289,1
26292,1
26298,1
26304,1
26305,1
26306,1
26311,1
26316,1
26322,1
26323,1
26338,1
26339,1
26340,1
26345,1
26346,1
26348,1
26350,1
26364,1
26366,1
26369,1
26370,1
26382,1
26383,1
26388,1
26389,1
26390,1
26405,1
26407,1
26408,1
26409,1
26410,1
26414,1
26416,1
26418,1
26421,1
26422,1
26426,1
26433,1
26435,0
26445,1
26454,1
26455,1
26456,1
26459,1
26464,1
26465,1
26466,1
26473,1
26483,1
26486,1
26490,1
26494,1
26495,1
26498,1
26505,1
26506,1
26512,1
26519,1
26520,1
26524,1
26525,1
26526,1
26530,1
26541,1
26548,1
26552,1
26560,1
26561,1
26571,1
26572,1
26573,1
26577,1
26578,1
26588,1
26589,1
26593,1
26597,1
26605,1
26606,1
26608,1
26609,1
26610,1
26617,1
26618,1
26624,1
26625,1
26627,1
26631,1
26632,1
26638,1
26639,1
26642,1
26650,1
26652,1
26657,1
26658,1
26660,1
26669,1
26680,1
26692,1
26698,1
26701,1
26705,1
26710,1
26711,1
26712,1
26713,1
26717,1
26722,1
26725,1
26729,1
26730,1
26742,1
26746,1
26751,1
26757,1
26758,1
26763,1
26764,1
26765,1
26766,1
26770,1
26771,1
26791,1
26803,1
26804,1
26805,1
26807,1
26819,1
26822,1
26823,1
26827,1
26828,1
26829,1
26833,1
26835,1
26837,1
26851,1
26866,1
26869,1
26873,1
26885,1
26886,1
26887,1
26893,1
26894,1
26902,0
26904,1
26907,1
26908,1
26909,1
26912,1
26914,1
26917,1
26921,1
26922,1
26923,1
26929,1
26933,1
26935,1
26937,1
26948,1
26949,1
26963,1
26964,1
26970,1
26973,1
26987,1
26990,1
26992,1
27000,1
27001,1
27006,1
27007,1
27010,1
27013,1
27019,1
27020,1
27023,1
27026,1
27030,1
27033,1
27035,1
27036,1
27039,1
27051,1
27052,1
27053,1
27060,1
27062,1
27065,1
27073,1
27079,1
27089,1
27090,1
27092,1
27103,1
27107,1
27111,1
27112,1
27115,1
27124,1
27128,1
27137,1
27138,1
27143,1
27146,1
27153,1
27155,1
27156,1
27160,1
27172,1
27173,1
27174,1
27185,1
27186,1
27200,1
27209,1
27217,1
27219,1
27226,1
27227,1
27229,1
27238,1
27242,1
27243,1
27252,1
27262,1
27281,1
27282,1
27288,1
27290,1
27294,1
27299,1
27302,1
27316,1
27318,1
27319,1
27322,1
27332,1
27333,1
27335,1
27336,1
27342,1
27365,1
27369,1
27382,1
27383,1
27398,1
27405,1
27408,1
27410,1
27411,1
27421,1
27424,1
27433,1
27435,1
27450,1
27465,1
27466,1
27471,1
27483,1
27488,1
27489,1
27504,1
27518,1
27524,1
27525,1
27527,1
27535,1
27536,1
27537,1
27539,1
27540,1
27545,1
27552,1
27553,1
27556,1
27557,1
27558,1
27559,1
27561,1
27563,1
27564,1
27565,1
27576,1
27578,1
27583,1
27593,1
27594,1
27597,1
27598,1
27601,1
27628,1
27629,1
27632,1
27633,1
27635,1
27638,1
27643,1
27646,1
27648,1
27659,1
27660,1
27662,1
27663,1
27671,0
27673,1
27676,1
27677,1
27689,1
27690,1
27695,1
27704,1
27705,1
27708,1
27709,1
27712,1
27715,1
27721,1
27730,1
27732,1
27736,1
27740,1
27742,1
27743,1
27748,1
27750,1
27753,1
27761,1
27763,1
27783,1
27791,1
27794,1
27796,1
27797,1
27799,1
27803,1
27808,1
27817,1
27818,1
27827,1
27829,1
27833,1
27834,1
27843,1
27858,1
27873,1
27878,1
27887,1
27889,1
27899,1
27909,1
27912,1
27913,1
27917,1
27923,1
27928,1
27931,1
27941,1
27954,1
27955,1
27968,1
27973,1
27974,1
27975,1
27977,1
27979,1
27981,1
27983,1
27986,1
27992,1
27996,1
27997,1
28007,1
28010,1
28011,1
28020,1
28021,1
28023,1
28025,1
28031,1
28036,1
28040,1
28041,1
28044,1
28048,1
28053,1
28059,1
28062,1
28064,1
28065,1
28071,1
28076,1
28079,1
28083,1
28090,1
28091,1
28100,1
28101,1
28102,1
28105,1
28110,1
28123,1
28130,1
28138,1
28143,1
28147,1
28148,1
28150,1
28163,1
28164,1
28169,1
28170,1
28171,1
28197,1
28198,1
28200,1
28207,1
28209,1
28211,1
28229,1
28247,1
28248,1
28254,1
28264,1
28266,1
28270,1
28285,1
28286,1
28290,1
28291,1
28297,1
28299,1
28308,1
28309,1
28317,1
28331,1
28332,1
28342,1
28346,1
28347,1
28362,1
28368,1
28373,1
28375,1
28378,1
28379,1
28381,1
28383,1
28387,1
28390,1
28391,1
28399,1
28400,1
28403,1
28413,1
28417,1
28420,1
28422,1
28427,1
28428,1
28430,1
28434,1
28437,1
28438,1
28441,1
28442,1
28452,1
28453,1
28457,1
28461,1
28478,1
28479,1
28486,1
28487,1
28491,1
28494,1
28499,1
28500,1
28503,1
28506,1
28509,1
28516,1
28517,1
28518,1
28530,1
28531,1
28532,1
28535,1
28536,1
28537,1
28550,1
28555,1
28559,1
28565,1
28566,1
28568,1
28569,1
28583,1
28587,1
28589,1
28599,1
28600,1
28608,1
28612,1
28613,1
28614,1
28615,1
28616,1
28620,1
28622,1
28623,1
28632,1
28635,1
28636,1
28637,1
28638,1
28642,1
28643,1
28656,1
28657,1
28658,1
28659,1
28661,1
28665,1
28666,1
28667,1
28671,1
28673,1
28674,1
28676,1
28681,1
28684,1
